Start Date,Start Time,End Date,End Time,Subject,Location,All day event,Reminder on/off,Show time as,Categories
01/14/22,03:00 PM,01/14/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/18/22,03:00 PM,01/18/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/19/22,09:15 AM,01/19/22,09:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/19/22,03:00 PM,01/19/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/20/22,09:15 AM,01/20/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/20/22,03:00 PM,01/20/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/21/22,09:15 AM,01/21/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/21/22,03:00 PM,01/21/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/24/22,08:30 AM,01/24/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/24/22,10:30 AM,01/24/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
01/24/22,03:00 PM,01/24/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/25/22,08:30 AM,01/25/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
01/25/22,03:00 PM,01/25/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/26/22,08:30 AM,01/26/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/26/22,10:30 AM,01/26/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
01/26/22,03:00 PM,01/26/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/27/22,08:30 AM,01/27/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
01/27/22,09:15 AM,01/27/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/27/22,03:00 PM,01/27/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/28/22,08:30 AM,01/28/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/28/22,10:30 AM,01/28/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
01/28/22,03:00 PM,01/28/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
01/31/22,08:30 AM,01/31/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
01/31/22,10:15 AM,01/31/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
01/31/22,03:00 PM,01/31/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/01/22,08:30 AM,02/01/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
02/01/22,03:00 PM,02/01/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/02/22,08:30 AM,02/02/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/02/22,10:30 AM,02/02/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/02/22,03:00 PM,02/02/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/03/22,08:30 AM,02/03/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/03/22,10:30 AM,02/03/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/03/22,03:00 PM,02/03/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/04/22,08:30 AM,02/04/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/04/22,10:30 AM,02/04/22,11:15 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/04/22,03:00 PM,02/04/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/07/22,08:30 AM,02/07/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/07/22,10:30 AM,02/07/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/07/22,03:00 PM,02/07/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/08/22,08:30 AM,02/08/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
02/08/22,03:00 PM,02/08/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/10/22,08:30 AM,02/10/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/10/22,10:30 AM,02/10/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
02/10/22,03:00 PM,02/10/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/11/22,08:30 AM,02/11/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/11/22,10:30 AM,02/11/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/11/22,03:00 PM,02/11/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/14/22,09:15 AM,02/14/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/14/22,03:00 PM,02/14/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/15/22,08:30 AM,02/15/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
02/15/22,03:00 PM,02/15/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/16/22,08:30 AM,02/16/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/16/22,10:30 AM,02/16/22,11:15 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/16/22,03:00 PM,02/16/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/17/22,08:30 AM,02/17/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/17/22,10:30 AM,02/17/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/17/22,03:00 PM,02/17/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/18/22,08:30 AM,02/18/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/18/22,10:30 AM,02/18/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/18/22,03:00 PM,02/18/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
02/28/22,08:30 AM,02/28/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
02/28/22,08:45 AM,02/28/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
02/28/22,09:30 AM,02/28/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","511",0,0,2,"SIS Scheduled;12_CS407.A"
02/28/22,10:30 AM,02/28/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
02/28/22,01:00 PM,02/28/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","402",0,0,2,"SIS Scheduled;12_TH481.A"
02/28/22,03:00 PM,02/28/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/01/22,08:30 AM,03/01/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
03/02/22,08:30 AM,03/02/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/02/22,08:45 AM,03/02/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
03/02/22,10:15 AM,03/02/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
03/02/22,11:30 AM,03/02/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
03/02/22,02:00 PM,03/02/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
03/02/22,03:00 PM,03/02/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/03/22,08:30 AM,03/03/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/03/22,09:45 AM,03/03/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","512",0,0,2,"SIS Scheduled;12_MA402c.A"
03/03/22,10:30 AM,03/03/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/03/22,01:00 PM,03/03/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","303",0,0,2,"SIS Scheduled;12_EN479.A"
03/03/22,02:00 PM,03/03/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","401",0,0,2,"SIS Scheduled;12_CS407.A"
03/03/22,03:00 PM,03/03/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/04/22,08:30 AM,03/04/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/04/22,08:45 AM,03/04/22,09:45 AM,"The Qu'ran and the Bible [DeBonis]","408",0,0,2,"SIS Scheduled;12_TH481.A"
03/04/22,09:45 AM,03/04/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","310",0,0,2,"SIS Scheduled;12_CS407.A"
03/04/22,10:30 AM,03/04/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/04/22,02:00 PM,03/04/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
03/04/22,03:00 PM,03/04/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/07/22,08:30 AM,03/07/22,08:45 AM,"AM Advisement (4F) [Cullen]","https://regis-org.zoom.us/j/8685746767",0,0,2,"SIS Scheduled;ADV401.4F"
03/07/22,08:45 AM,03/07/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","https://regis-org.zoom.us/j/2750549478",0,0,2,"SIS Scheduled;12_MA402c.A"
03/07/22,10:30 AM,03/07/22,11:15 AM,"AM Advisement (4F) [Cullen]","https://regis-org.zoom.us/j/8685746767",0,0,2,"SIS Scheduled;ADV401.4F"
03/07/22,01:00 PM,03/07/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","https://regis-org.zoom.us/j/7026923881",0,0,2,"SIS Scheduled;12_EN479.A"
03/07/22,03:00 PM,03/07/22,03:10 PM,"PM Advisement (4F) [Cullen]","https://regis-org.zoom.us/j/8685746767",0,0,2,"SIS Scheduled;ADV402.4F"
03/08/22,08:30 AM,03/08/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
03/09/22,08:30 AM,03/09/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/09/22,09:45 AM,03/09/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/09/22,10:30 AM,03/09/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/09/22,11:15 AM,03/09/22,12:15 PM,"Problem Solving/Genetic Programming [Wiseman]","503",0,0,2,"SIS Scheduled;12_CS407.A"
03/09/22,02:00 PM,03/09/22,03:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","408",0,0,2,"SIS Scheduled;12_EN479.A"
03/09/22,03:00 PM,03/09/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/10/22,08:30 AM,03/10/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/10/22,08:45 AM,03/10/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
03/10/22,10:30 AM,03/10/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
03/10/22,11:30 AM,03/10/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
03/10/22,02:00 PM,03/10/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
03/10/22,03:00 PM,03/10/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/11/22,08:30 AM,03/11/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/11/22,08:45 AM,03/11/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/11/22,09:30 AM,03/11/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","511",0,0,2,"SIS Scheduled;12_CS407.A"
03/11/22,10:30 AM,03/11/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/11/22,01:00 PM,03/11/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","402",0,0,2,"SIS Scheduled;12_TH481.A"
03/11/22,03:00 PM,03/11/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/14/22,08:30 AM,03/14/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/14/22,08:45 AM,03/14/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/14/22,09:30 AM,03/14/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
03/14/22,10:30 AM,03/14/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/14/22,01:00 PM,03/14/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","413",0,0,2,"SIS Scheduled;12_TH481.A"
03/14/22,03:00 PM,03/14/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/15/22,08:30 AM,03/15/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
03/16/22,08:30 AM,03/16/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/16/22,08:45 AM,03/16/22,09:45 AM,"The Qu'ran and the Bible [DeBonis]","408",0,0,2,"SIS Scheduled;12_TH481.A"
03/16/22,09:45 AM,03/16/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","310",0,0,2,"SIS Scheduled;12_CS407.A"
03/16/22,10:30 AM,03/16/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/16/22,02:00 PM,03/16/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
03/16/22,03:00 PM,03/16/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/18/22,08:30 AM,03/18/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/18/22,08:45 AM,03/18/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
03/18/22,10:30 AM,03/18/22,11:15 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/18/22,01:00 PM,03/18/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","413",0,0,2,"SIS Scheduled;12_EN479.A"
03/18/22,03:00 PM,03/18/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/21/22,08:30 AM,03/21/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/21/22,08:45 AM,03/21/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/21/22,10:30 AM,03/21/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/21/22,11:15 AM,03/21/22,12:15 PM,"The Qu'ran and the Bible [DeBonis]","403",0,0,2,"SIS Scheduled;12_TH481.A"
03/21/22,02:00 PM,03/21/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
03/21/22,03:00 PM,03/21/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/22/22,08:30 AM,03/22/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
03/23/22,08:30 AM,03/23/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/23/22,08:45 AM,03/23/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/23/22,09:30 AM,03/23/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","511",0,0,2,"SIS Scheduled;12_CS407.A"
03/23/22,10:30 AM,03/23/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/23/22,01:00 PM,03/23/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","402",0,0,2,"SIS Scheduled;12_TH481.A"
03/23/22,03:00 PM,03/23/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/24/22,08:30 AM,03/24/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/24/22,08:45 AM,03/24/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
03/24/22,10:30 AM,03/24/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
03/24/22,11:30 AM,03/24/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
03/24/22,02:00 PM,03/24/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
03/24/22,03:00 PM,03/24/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/25/22,08:30 AM,03/25/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/25/22,08:45 AM,03/25/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/25/22,09:30 AM,03/25/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
03/25/22,10:30 AM,03/25/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/25/22,01:00 PM,03/25/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","413",0,0,2,"SIS Scheduled;12_TH481.A"
03/25/22,03:00 PM,03/25/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/28/22,08:30 AM,03/28/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/28/22,09:45 AM,03/28/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","512",0,0,2,"SIS Scheduled;12_MA402c.A"
03/28/22,10:30 AM,03/28/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/28/22,01:00 PM,03/28/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","303",0,0,2,"SIS Scheduled;12_EN479.A"
03/28/22,02:00 PM,03/28/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","401",0,0,2,"SIS Scheduled;12_CS407.A"
03/28/22,03:00 PM,03/28/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/30/22,08:30 AM,03/30/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/30/22,08:45 AM,03/30/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
03/30/22,10:30 AM,03/30/22,11:15 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/30/22,01:00 PM,03/30/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","413",0,0,2,"SIS Scheduled;12_EN479.A"
03/30/22,03:00 PM,03/30/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
03/31/22,09:15 AM,03/31/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
03/31/22,09:30 AM,03/31/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
03/31/22,11:15 AM,03/31/22,12:15 PM,"The Qu'ran and the Bible [DeBonis]","403",0,0,2,"SIS Scheduled;12_TH481.A"
03/31/22,02:00 PM,03/31/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
03/31/22,03:00 PM,03/31/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/04/22,08:30 AM,04/04/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/04/22,09:45 AM,04/04/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
04/04/22,10:30 AM,04/04/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/04/22,11:15 AM,04/04/22,12:15 PM,"Problem Solving/Genetic Programming [Wiseman]","503",0,0,2,"SIS Scheduled;12_CS407.A"
04/04/22,02:00 PM,04/04/22,03:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","408",0,0,2,"SIS Scheduled;12_EN479.A"
04/04/22,03:00 PM,04/04/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/05/22,08:30 AM,04/05/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
04/06/22,08:30 AM,04/06/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/06/22,08:45 AM,04/06/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
04/06/22,10:30 AM,04/06/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
04/06/22,11:30 AM,04/06/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
04/06/22,02:00 PM,04/06/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
04/06/22,03:00 PM,04/06/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/07/22,08:30 AM,04/07/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/07/22,08:45 AM,04/07/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
04/07/22,09:30 AM,04/07/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
04/07/22,10:30 AM,04/07/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/07/22,01:00 PM,04/07/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","413",0,0,2,"SIS Scheduled;12_TH481.A"
04/07/22,03:00 PM,04/07/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/08/22,08:30 AM,04/08/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
