Start Date,Start Time,End Date,End Time,Subject,Location,All day event,Reminder on/off,Show time as,Categories
04/08/22,09:45 AM,04/08/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","512",0,0,2,"SIS Scheduled;12_MA402c.A"
04/08/22,10:30 AM,04/08/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/08/22,01:00 PM,04/08/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","303",0,0,2,"SIS Scheduled;12_EN479.A"
04/08/22,02:00 PM,04/08/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","401",0,0,2,"SIS Scheduled;12_CS407.A"
04/08/22,03:00 PM,04/08/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/11/22,08:30 AM,04/11/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/11/22,08:45 AM,04/11/22,09:45 AM,"The Qu'ran and the Bible [DeBonis]","408",0,0,2,"SIS Scheduled;12_TH481.A"
04/11/22,09:45 AM,04/11/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","310",0,0,2,"SIS Scheduled;12_CS407.A"
04/11/22,10:30 AM,04/11/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/11/22,02:00 PM,04/11/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
04/11/22,03:00 PM,04/11/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/13/22,08:30 AM,04/13/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/13/22,08:45 AM,04/13/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
04/13/22,10:30 AM,04/13/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/13/22,11:15 AM,04/13/22,12:15 PM,"The Qu'ran and the Bible [DeBonis]","403",0,0,2,"SIS Scheduled;12_TH481.A"
04/13/22,02:00 PM,04/13/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
04/13/22,03:00 PM,04/13/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/25/22,08:30 AM,04/25/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
04/25/22,09:15 AM,04/25/22,09:30 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/25/22,10:30 AM,04/25/22,11:15 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
04/25/22,11:15 AM,04/25/22,12:15 PM,"Problem Solving/Genetic Programming [Wiseman]","503",0,0,2,"SIS Scheduled;12_CS407.A"
04/25/22,02:00 PM,04/25/22,03:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","408",0,0,2,"SIS Scheduled;12_EN479.A"
04/25/22,03:00 PM,04/25/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/26/22,08:30 AM,04/26/22,09:15 AM,"Faculty Meeting","",0,0,2,"SIS Scheduled;FACULTYMTG"
04/27/22,08:30 AM,04/27/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/27/22,08:45 AM,04/27/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
04/27/22,10:15 AM,04/27/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
04/27/22,11:30 AM,04/27/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
04/27/22,02:00 PM,04/27/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
04/27/22,03:00 PM,04/27/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
04/28/22,08:30 AM,04/28/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
04/28/22,08:45 AM,04/28/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
04/28/22,09:30 AM,04/28/22,10:30 AM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
04/28/22,10:30 AM,04/28/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
04/28/22,01:00 PM,04/28/22,02:00 PM,"The Qu'ran and the Bible [DeBonis]","413",0,0,2,"SIS Scheduled;12_TH481.A"
04/28/22,03:00 PM,04/28/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/02/22,08:30 AM,05/02/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/02/22,09:45 AM,05/02/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","512",0,0,2,"SIS Scheduled;12_MA402c.A"
05/02/22,10:30 AM,05/02/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
05/02/22,01:00 PM,05/02/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","303",0,0,2,"SIS Scheduled;12_EN479.A"
05/02/22,02:00 PM,05/02/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","401",0,0,2,"SIS Scheduled;12_CS407.A"
05/02/22,03:00 PM,05/02/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/04/22,08:30 AM,05/04/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/04/22,08:45 AM,05/04/22,09:30 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
05/04/22,10:30 AM,05/04/22,11:15 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/04/22,01:00 PM,05/04/22,02:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","413",0,0,2,"SIS Scheduled;12_EN479.A"
05/04/22,03:00 PM,05/04/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/05/22,08:30 AM,05/05/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/05/22,08:45 AM,05/05/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
05/05/22,10:30 AM,05/05/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
05/05/22,11:15 AM,05/05/22,12:15 PM,"The Qu'ran and the Bible [DeBonis]","403",0,0,2,"SIS Scheduled;12_TH481.A"
05/05/22,02:00 PM,05/05/22,03:00 PM,"Problem Solving/Genetic Programming [Wiseman]","514",0,0,2,"SIS Scheduled;12_CS407.A"
05/05/22,03:00 PM,05/05/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/09/22,08:30 AM,05/09/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/09/22,09:45 AM,05/09/22,10:30 AM,"Calculus AB 3rd Tri [Chua]","503",0,0,2,"SIS Scheduled;12_MA402c.A"
05/09/22,10:30 AM,05/09/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
05/09/22,11:15 AM,05/09/22,12:15 PM,"Problem Solving/Genetic Programming [Wiseman]","503",0,0,2,"SIS Scheduled;12_CS407.A"
05/09/22,02:00 PM,05/09/22,03:00 PM,"Vonnegut the Hopeful Cynic [Thiemann]","408",0,0,2,"SIS Scheduled;12_EN479.A"
05/09/22,03:00 PM,05/09/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/11/22,08:30 AM,05/11/22,08:45 AM,"AM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV401.4F"
05/11/22,08:45 AM,05/11/22,09:45 AM,"Calculus AB 3rd Tri [Chua]","501",0,0,2,"SIS Scheduled;12_MA402c.A"
05/11/22,10:30 AM,05/11/22,11:30 AM,"Assembly","",0,0,2,"SIS Scheduled;ASSEMBLY"
05/11/22,11:30 AM,05/11/22,12:30 PM,"Vonnegut the Hopeful Cynic [Thiemann]","403",0,0,2,"SIS Scheduled;12_EN479.A"
05/11/22,02:00 PM,05/11/22,03:00 PM,"Phys Ed 12 3rd Tri [Edwards]","U-GYM",0,0,2,"SIS Scheduled;12_PE401c.A"
05/11/22,03:00 PM,05/11/22,03:10 PM,"PM Advisement (4F) [Cullen]","Cafeteria Front",0,0,2,"SIS Scheduled;ADV402.4F"
05/13/22,10:30 AM,05/13/22,11:15 AM,"Community Time","",0,0,3,"SIS Scheduled;COMMUNITY"
03/08/22,09:00 AM,03/08/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
03/22/22,09:00 AM,03/22/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
10/19/21,09:00 AM,10/19/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
11/02/21,09:00 AM,11/02/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
01/04/22,09:00 AM,01/04/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
11/16/21,09:00 AM,11/16/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
01/18/22,09:00 AM,01/18/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
04/26/22,09:00 AM,04/26/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
05/10/22,09:00 AM,05/10/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
01/25/22,09:00 AM,01/25/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
03/29/22,09:00 AM,03/29/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
02/08/22,09:00 AM,02/08/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
04/12/22,09:00 AM,04/12/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
12/07/21,09:00 AM,12/07/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
11/23/21,09:00 AM,11/23/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
10/05/21,09:00 AM,10/05/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
09/21/21,09:00 AM,09/21/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
05/03/22,09:00 AM,05/03/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
10/26/21,09:00 AM,10/26/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
03/15/22,09:00 AM,03/15/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
01/11/22,09:00 AM,01/11/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
03/01/22,09:00 AM,03/01/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
11/09/21,09:00 AM,11/09/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
09/28/21,09:00 AM,09/28/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
12/14/21,09:00 AM,12/14/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
10/12/21,09:00 AM,10/12/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
11/30/21,09:00 AM,11/30/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
09/14/21,09:00 AM,09/14/21,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
02/01/22,09:00 AM,02/01/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
02/15/22,09:00 AM,02/15/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
04/05/22,09:00 AM,04/05/22,01:00 PM,"Christian Service","",0,0,4,"SIS Scheduled"
09/13/21,,09/13/21,,"A Day",,1,0,3,SIS Scheduled
09/14/21,,09/14/21,,"B Day",,1,0,3,SIS Scheduled
09/15/21,,09/15/21,,"C Day",,1,0,3,SIS Scheduled
09/16/21,,09/16/21,,"D Day",,1,0,3,SIS Scheduled
09/17/21,,09/17/21,,"E Day",,1,0,3,SIS Scheduled
09/20/21,,09/20/21,,"F Day",,1,0,3,SIS Scheduled
09/21/21,,09/21/21,,"G Day",,1,0,3,SIS Scheduled
09/22/21,,09/22/21,,"H Day",,1,0,3,SIS Scheduled
09/23/21,,09/23/21,,"A Day",,1,0,3,SIS Scheduled
09/27/21,,09/27/21,,"B Day",,1,0,3,SIS Scheduled
09/28/21,,09/28/21,,"C Day",,1,0,3,SIS Scheduled
09/29/21,,09/29/21,,"D Day",,1,0,3,SIS Scheduled
09/30/21,,09/30/21,,"E Day",,1,0,3,SIS Scheduled
10/01/21,,10/01/21,,"F Day",,1,0,3,SIS Scheduled
10/04/21,,10/04/21,,"G Day",,1,0,3,SIS Scheduled
10/05/21,,10/05/21,,"H Day",,1,0,3,SIS Scheduled
10/06/21,,10/06/21,,"A Day",,1,0,3,SIS Scheduled
10/07/21,,10/07/21,,"B Day",,1,0,3,SIS Scheduled
10/08/21,,10/08/21,,"C Day",,1,0,3,SIS Scheduled
10/12/21,,10/12/21,,"D Day",,1,0,3,SIS Scheduled
10/14/21,,10/14/21,,"E Day",,1,0,3,SIS Scheduled
10/15/21,,10/15/21,,"F Day",,1,0,3,SIS Scheduled
10/18/21,,10/18/21,,"G Day",,1,0,3,SIS Scheduled
10/19/21,,10/19/21,,"H Day",,1,0,3,SIS Scheduled
10/20/21,,10/20/21,,"A Day",,1,0,3,SIS Scheduled
10/21/21,,10/21/21,,"B Day",,1,0,3,SIS Scheduled
10/25/21,,10/25/21,,"C Day",,1,0,3,SIS Scheduled
10/26/21,,10/26/21,,"D Day",,1,0,3,SIS Scheduled
10/27/21,,10/27/21,,"E Day",,1,0,3,SIS Scheduled
10/28/21,,10/28/21,,"F Day",,1,0,3,SIS Scheduled
10/29/21,,10/29/21,,"G Day",,1,0,3,SIS Scheduled
11/01/21,,11/01/21,,"A Day",,1,0,3,SIS Scheduled
11/02/21,,11/02/21,,"H Day",,1,0,3,SIS Scheduled
11/03/21,,11/03/21,,"B Day",,1,0,3,SIS Scheduled
11/04/21,,11/04/21,,"C Day",,1,0,3,SIS Scheduled
11/05/21,,11/05/21,,"D Day",,1,0,3,SIS Scheduled
11/08/21,,11/08/21,,"E Day",,1,0,3,SIS Scheduled
11/09/21,,11/09/21,,"F Day",,1,0,3,SIS Scheduled
11/10/21,,11/10/21,,"G Day",,1,0,3,SIS Scheduled
11/12/21,,11/12/21,,"H Day",,1,0,3,SIS Scheduled
11/15/21,,11/15/21,,"A Day",,1,0,3,SIS Scheduled
11/16/21,,11/16/21,,"B Day",,1,0,3,SIS Scheduled
11/17/21,,11/17/21,,"C Day",,1,0,3,SIS Scheduled
11/18/21,,11/18/21,,"D Day",,1,0,3,SIS Scheduled
11/19/21,,11/19/21,,"E Day",,1,0,3,SIS Scheduled
11/22/21,,11/22/21,,"F Day",,1,0,3,SIS Scheduled
11/23/21,,11/23/21,,"G Day",,1,0,3,SIS Scheduled
11/30/21,,11/30/21,,"H Day",,1,0,3,SIS Scheduled
12/01/21,,12/01/21,,"A Day",,1,0,3,SIS Scheduled
12/02/21,,12/02/21,,"B Day",,1,0,3,SIS Scheduled
12/03/21,,12/03/21,,"C Day",,1,0,3,SIS Scheduled
12/06/21,,12/06/21,,"D Day",,1,0,3,SIS Scheduled
12/07/21,,12/07/21,,"E Day",,1,0,3,SIS Scheduled
12/08/21,,12/08/21,,"F Day",,1,0,3,SIS Scheduled
12/09/21,,12/09/21,,"G Day",,1,0,3,SIS Scheduled
12/10/21,,12/10/21,,"H Day",,1,0,3,SIS Scheduled
12/13/21,,12/13/21,,"A Day",,1,0,3,SIS Scheduled
12/14/21,,12/14/21,,"B Day",,1,0,3,SIS Scheduled
12/15/21,,12/15/21,,"C Day",,1,0,3,SIS Scheduled
12/16/21,,12/16/21,,"D Day",,1,0,3,SIS Scheduled
12/17/21,,12/17/21,,"E Day",,1,0,3,SIS Scheduled
12/20/21,,12/20/21,,"F Day",,1,0,3,SIS Scheduled
01/03/22,,01/03/22,,"G Day",,1,0,3,SIS Scheduled
01/04/22,,01/04/22,,"H Day",,1,0,3,SIS Scheduled
01/05/22,,01/05/22,,"A Day",,1,0,3,SIS Scheduled
01/06/22,,01/06/22,,"B Day",,1,0,3,SIS Scheduled
01/07/22,,01/07/22,,"C Day",,1,0,3,SIS Scheduled
01/11/22,,01/11/22,,"D Day",,1,0,3,SIS Scheduled
01/12/22,,01/12/22,,"E Day",,1,0,3,SIS Scheduled
01/13/22,,01/13/22,,"F Day",,1,0,3,SIS Scheduled
01/14/22,,01/14/22,,"G Day",,1,0,3,SIS Scheduled
01/18/22,,01/18/22,,"H Day",,1,0,3,SIS Scheduled
01/19/22,,01/19/22,,"A Day",,1,0,3,SIS Scheduled
01/20/22,,01/20/22,,"B Day",,1,0,3,SIS Scheduled
01/21/22,,01/21/22,,"C Day",,1,0,3,SIS Scheduled
01/24/22,,01/24/22,,"D Day",,1,0,3,SIS Scheduled
01/25/22,,01/25/22,,"E Day",,1,0,3,SIS Scheduled
01/26/22,,01/26/22,,"F Day",,1,0,3,SIS Scheduled
01/27/22,,01/27/22,,"G Day",,1,0,3,SIS Scheduled
01/28/22,,01/28/22,,"H Day",,1,0,3,SIS Scheduled
01/31/22,,01/31/22,,"A Day",,1,0,3,SIS Scheduled
02/01/22,,02/01/22,,"B Day",,1,0,3,SIS Scheduled
02/02/22,,02/02/22,,"C Day",,1,0,3,SIS Scheduled
02/03/22,,02/03/22,,"D Day",,1,0,3,SIS Scheduled
02/04/22,,02/04/22,,"E Day",,1,0,3,SIS Scheduled
02/07/22,,02/07/22,,"F Day",,1,0,3,SIS Scheduled
02/08/22,,02/08/22,,"G Day",,1,0,3,SIS Scheduled
02/10/22,,02/10/22,,"A Day",,1,0,3,SIS Scheduled
02/11/22,,02/11/22,,"B Day",,1,0,3,SIS Scheduled
02/14/22,,02/14/22,,"C Day",,1,0,3,SIS Scheduled
02/15/22,,02/15/22,,"D Day",,1,0,3,SIS Scheduled
02/16/22,,02/16/22,,"E Day",,1,0,3,SIS Scheduled
02/17/22,,02/17/22,,"F Day",,1,0,3,SIS Scheduled
02/18/22,,02/18/22,,"G Day",,1,0,3,SIS Scheduled
02/28/22,,02/28/22,,"H Day",,1,0,3,SIS Scheduled
03/01/22,,03/01/22,,"B Day",,1,0,3,SIS Scheduled
03/02/22,,03/02/22,,"A Day",,1,0,3,SIS Scheduled
03/03/22,,03/03/22,,"C Day",,1,0,3,SIS Scheduled
03/04/22,,03/04/22,,"D Day",,1,0,3,SIS Scheduled
03/07/22,,03/07/22,,"E Day",,1,0,3,SIS Scheduled
03/08/22,,03/08/22,,"F Day",,1,0,3,SIS Scheduled
03/09/22,,03/09/22,,"G Day",,1,0,3,SIS Scheduled
03/10/22,,03/10/22,,"A Day",,1,0,3,SIS Scheduled
03/11/22,,03/11/22,,"H Day",,1,0,3,SIS Scheduled
03/14/22,,03/14/22,,"B Day",,1,0,3,SIS Scheduled
03/15/22,,03/15/22,,"C Day",,1,0,3,SIS Scheduled
03/16/22,,03/16/22,,"D Day",,1,0,3,SIS Scheduled
03/18/22,,03/18/22,,"E Day",,1,0,3,SIS Scheduled
03/21/22,,03/21/22,,"F Day",,1,0,3,SIS Scheduled
03/22/22,,03/22/22,,"G Day",,1,0,3,SIS Scheduled
03/23/22,,03/23/22,,"H Day",,1,0,3,SIS Scheduled
03/24/22,,03/24/22,,"A Day",,1,0,3,SIS Scheduled
03/25/22,,03/25/22,,"B Day",,1,0,3,SIS Scheduled
03/28/22,,03/28/22,,"C Day",,1,0,3,SIS Scheduled
03/29/22,,03/29/22,,"D Day",,1,0,3,SIS Scheduled
03/30/22,,03/30/22,,"E Day",,1,0,3,SIS Scheduled
03/31/22,,03/31/22,,"F Day",,1,0,3,SIS Scheduled
04/04/22,,04/04/22,,"G Day",,1,0,3,SIS Scheduled
04/05/22,,04/05/22,,"H Day",,1,0,3,SIS Scheduled
04/06/22,,04/06/22,,"A Day",,1,0,3,SIS Scheduled
04/07/22,,04/07/22,,"B Day",,1,0,3,SIS Scheduled
04/08/22,,04/08/22,,"C Day",,1,0,3,SIS Scheduled
04/11/22,,04/11/22,,"D Day",,1,0,3,SIS Scheduled
04/12/22,,04/12/22,,"E Day",,1,0,3,SIS Scheduled
04/13/22,,04/13/22,,"F Day",,1,0,3,SIS Scheduled
04/25/22,,04/25/22,,"G Day",,1,0,3,SIS Scheduled
04/26/22,,04/26/22,,"H Day",,1,0,3,SIS Scheduled
04/27/22,,04/27/22,,"A Day",,1,0,3,SIS Scheduled
04/28/22,,04/28/22,,"B Day",,1,0,3,SIS Scheduled
05/02/22,,05/02/22,,"C Day",,1,0,3,SIS Scheduled
05/03/22,,05/03/22,,"D Day",,1,0,3,SIS Scheduled
05/04/22,,05/04/22,,"E Day",,1,0,3,SIS Scheduled
05/05/22,,05/05/22,,"F Day",,1,0,3,SIS Scheduled
05/09/22,,05/09/22,,"G Day",,1,0,3,SIS Scheduled
05/10/22,,05/10/22,,"H Day",,1,0,3,SIS Scheduled
05/11/22,,05/11/22,,"A Day",,1,0,3,SIS Scheduled
05/13/22,,05/13/22,,"B Day",,1,0,3,SIS Scheduled
05/16/22,,05/16/22,,"C Day",,1,0,3,SIS Scheduled
05/17/22,,05/17/22,,"D Day",,1,0,3,SIS Scheduled
05/18/22,,05/18/22,,"E Day",,1,0,3,SIS Scheduled
05/19/22,,05/19/22,,"F Day",,1,0,3,SIS Scheduled
05/20/22,,05/20/22,,"G Day",,1,0,3,SIS Scheduled
05/23/22,,05/23/22,,"H Day",,1,0,3,SIS Scheduled
05/24/22,,05/24/22,,"A Day",,1,0,3,SIS Scheduled
05/25/22,,05/25/22,,"B Day",,1,0,3,SIS Scheduled
05/26/22,,05/26/22,,"C Day",,1,0,3,SIS Scheduled
05/31/22,,05/31/22,,"D Day",,1,0,3,SIS Scheduled
06/01/22,,06/01/22,,"E Day",,1,0,3,SIS Scheduled
